trait,pass_group,filter_status,rank_in_block,gene_id,lead_SNP,class,dist_to_lead_bp,n_snps_window,best_MGmin,best_epsilon,best_n_groups,best_group_sizes,best_kw_p_raw,best_kw_p_holm_within_gene,trait_fdr_p,trait_bonferroni_p,significant_fdr,significant_bonferroni,annotation_status,annotation_source,needs_verification,annotation,combined_pdf_path,heatmap_dir
fiber,1_PASSED_FDR,PASS_FDR_and_BONF,3,HORVU.MOREX.r3.4HG0339140,4H:24707376,significant,84313,24,2,0.2,2,15|222,1.75656769181651e-08,1.75656769181651e-07,7.61179333120489e-07,2.28353799936147e-06,TRUE,TRUE,HAVE,curated,FALSE,Uncharacterized protein,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.4HG0339140/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.4HG0339140__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.4HG0339140
fiber,1_PASSED_FDR,PASS_FDR_and_BONF,4,HORVU.MOREX.r3.7HG0729090,7H:573606306,significant,185248,13,2,0.85,2,116|120,1.07865974419685e-06,1.07865974419685e-06,3.50564416863976e-06,1.4022576674559e-05,TRUE,TRUE,HAVE,curated,TRUE,"Gene role: PPR/PRORP-domain protein likely involved in organellar RNA processing, including tRNA or other RNA maturation functions.",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.7HG0729090/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729090__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729090
fiber,1_PASSED_FDR,PASS_FDR_and_BONF,5,HORVU.MOREX.r3.7HG0642360,7H:14817657,marginal,-2239,10,2,0.4,2,85|145,8.74388801471589e-07,2.62316640441477e-06,6.8202326514784e-06,3.4101163257392e-05,TRUE,TRUE,HAVE,curated,FALSE,"BAG family molecular chaperone regulator 1-like | Gene role: BAG-family co-chaperone regulator involved in protein folding, stress responses, and general cellular homeostasis.",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.7HG0642360/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0642360__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0642360
fiber,1_PASSED_FDR,PASS_FDR_and_BONF,6,HORVU.MOREX.r3.7HG0729100,7H:573606306,significant,187128,19,2,0.85,4,10|15|88|93,0.000112418505806616,0.000112418505806616,0.000220310974257103,0.00146144057548601,TRUE,TRUE,HAVE,curated,TRUE,"nifU-like protein 3, chloroplastic [view all locations] | Gene role: Chloroplast-associated NifU-like protein likely involved in Fe-S cluster assembly and organellar metabolic maintenance.",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.7HG0729100/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729100__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729100
fiber,1_PASSED_FDR,PASS_FDR_and_BONF,7,HORVU.MOREX.r3.1HG0051670,1H:344520079,marginal,-134179,16,3,0.85,4,11|14|17|165,2.965724653461e-05,0.00011862898613844,0.000220310974257103,0.00154217681979972,TRUE,TRUE,HAVE,curated,FALSE,phospholipase D gamma 1-like | Gene role: Phospholipase D family enzyme involved in membrane lipid turnover and signaling.,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.1HG0051670/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.1HG0051670__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.1HG0051670
fiber,1_PASSED_FDR,PASS_FDR_only,8,HORVU.MOREX.r3.7HG0642350,7H:14817657,marginal,-35512,14,2,0.2,5,25|28|34|43|56,0.00401178992583345,0.00802357985166691,0.0130383172589587,0.10430653807167,TRUE,FALSE,HAVE,curated,FALSE,Putative BAHD Acyltransferase | Gene role: Putative BAHD acyltransferase likely involved in acylation of cell wall-associated or secondary-metabolism compounds.,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.7HG0642350/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0642350__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0642350
fiber,1_PASSED_FDR,PASS_FDR_only,9,HORVU.MOREX.r3.7HG0729130,7H:573606306,significant,199226,5,2,0.8,2,38|189,0.0150591042535097,0.0301182085070193,0.0435040789545835,0.391536710591251,TRUE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.7HG0729130/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729130__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729130
fiber,2_did_not_pass,not_significant,1,HORVU.MOREX.r3.7HG0729030,7H:573606306,significant,-578,27,3,0.4,2,36|203,0.0139423396424843,0.0697116982124216,0.090625207676148,0.90625207676148,FALSE,FALSE,HAVE,curated,TRUE,"GDSL esterase / acetylajmalan esterase-like | Gene role: GDSL esterase/lipase-family enzyme likely involved in deacylation or remodeling of extracellular, lipid-associated, or cell wall-related substrates.",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.7HG0729030/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729030__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729030
fiber,2_did_not_pass,not_significant,2,HORVU.MOREX.r3.7HG0642480,7H:14817657,marginal,187280,30,3,0.8,3,11|60|142,0.157860337248607,0.157860337248607,0.186562216748354,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.7HG0642480/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0642480__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0642480
fiber,2_did_not_pass,not_significant,3,HORVU.MOREX.r3.7HG0729110,7H:573606306,significant,191194,12,2,0.4,3,19|74|97,0.111400427822901,0.445601711291604,0.482735187232571,1,FALSE,FALSE,HAVE,curated,TRUE,Predicted protein,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.7HG0729110/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729110__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729110
fiber,2_did_not_pass,not_significant,4,HORVU.MOREX.r3.7HG0729050,7H:573606306,significant,120281,19,2,0.05,2,41|199,0.194224008696642,1,1,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.7HG0729050/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729050__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729050
fiber,3_no_valid_test,no_valid_test,1,HORVU.MOREX.r3.7HG0729040,7H:573606306,significant,111831,0,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729040
fiber,3_no_valid_test,no_valid_test,2,HORVU.MOREX.r3.7HG0729120,7H:573606306,significant,193851,3,,,,"",,,,,,,HAVE,gff,FALSE,Pentatricopeptide repeat-containing protein At5g44230 [Source:Projected from Arabidopsis thaliana (AT5G44230) UniProtKB/Swiss-Prot;Acc:Q9FFG8],"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729120
fiber,3_no_valid_test,no_valid_test,3,HORVU.MOREX.r3.7HG0642370,7H:14817657,marginal,14135,3,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0642370
fiber,3_no_valid_test,no_valid_test,4,HORVU.MOREX.r3.7HG0642420,7H:14817657,marginal,97304,1,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0642420
fiber,3_no_valid_test,no_valid_test,5,HORVU.MOREX.r3.1HG0051660,1H:344520079,marginal,-141226,5,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.1HG0051660
protein,3_no_valid_test,no_valid_test,1,HORVU.MOREX.r3.3HG0245560,3H:106623911,significant,-179975,0,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/protein/HORVU.MOREX.r3.3HG0245560
starch,1_PASSED_FDR,PASS_FDR_and_BONF,1,HORVU.MOREX.r3.7HG0729090,7H:573606460,marginal,185094,13,2,0.85,2,116|120,1.82030883711791e-10,1.82030883711791e-10,2.0023397208297e-09,2.0023397208297e-09,TRUE,TRUE,HAVE,curated,TRUE,"Gene role: PPR/PRORP-domain protein likely involved in organellar RNA processing, including tRNA or other RNA maturation functions.",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/starch/HORVU.MOREX.r3.7HG0729090/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729090__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729090
starch,1_PASSED_FDR,PASS_FDR_and_BONF,2,HORVU.MOREX.r3.6HG0619820,6H:525776080,marginal,-148218,24,3,0.4,2,71|187,7.0967065274342e-11,4.96769456920394e-10,2.73223201306217e-09,5.46446402612434e-09,TRUE,TRUE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/starch/HORVU.MOREX.r3.6HG0619820/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.6HG0619820__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.6HG0619820
starch,1_PASSED_FDR,PASS_FDR_and_BONF,3,HORVU.MOREX.r3.3HG0301710,3H:546433616,marginal,40093,16,2,0.85,4,21|25|31|128,1.71828152728313e-10,8.59140763641565e-10,3.15018280001907e-09,9.45054840005722e-09,TRUE,TRUE,HAVE,curated,FALSE,Phosphate transporter 43 PHT / Anion transporter | Gene role: Phosphate/anion transporter involved in phosphate movement and general cellular nutrient homeostasis.,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/starch/HORVU.MOREX.r3.3HG0301710/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.3HG0301710__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.3HG0301710
starch,1_PASSED_FDR,PASS_FDR_and_BONF,4,HORVU.MOREX.r3.3HG0301720,3H:546433616,marginal,45548,26,2,0.2,4,14|17|37|132,2.05297676122605e-10,2.05297676122605e-09,5.64568609337165e-09,2.25827443734866e-08,TRUE,TRUE,HAVE,curated,FALSE,Gene role: Calmodulin-binding cytoplasmic kinase involved in calcium-dependent signaling and signal transduction.,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/starch/HORVU.MOREX.r3.3HG0301720/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.3HG0301720__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.3HG0301720
starch,1_PASSED_FDR,PASS_FDR_and_BONF,5,HORVU.MOREX.r3.3HG0301750,3H:546433616,marginal,148568,7,2,0.4,3,14|89|93,6.8153995117069e-09,6.8153995117069e-09,1.49938789257552e-08,7.49693946287759e-08,TRUE,TRUE,HAVE,curated,FALSE,"alpha-glucan phosphorylase | Gene role: Alpha-glucan phosphorylase catalyzes reversible phosphorolysis of alpha-glucans, linking starch breakdown and glucan metabolism to glucose-1-phosphate production.",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/starch/HORVU.MOREX.r3.3HG0301750/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.3HG0301750__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.3HG0301750
starch,1_PASSED_FDR,PASS_FDR_and_BONF,6,HORVU.MOREX.r3.7HG0729020,7H:573606460,marginal,-156584,27,2,0.8,4,17|42|49|111,1.6771414886963e-09,1.17399904208741e-08,2.15233157716025e-08,1.29139894629615e-07,TRUE,TRUE,HAVE,curated,FALSE,probable high-affinity nitrate transporter 2.4 | Gene role: High-affinity nitrate transporter involved in nitrate uptake and nitrogen nutrition.,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/starch/HORVU.MOREX.r3.7HG0729020/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729020__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729020
starch,1_PASSED_FDR,PASS_FDR_and_BONF,7,HORVU.MOREX.r3.7HG0729100,7H:573606460,marginal,186974,19,2,0.85,4,10|15|88|93,7.01215957538029e-08,7.01215957538029e-08,1.1019107904169e-07,7.71337553291832e-07,TRUE,TRUE,HAVE,curated,TRUE,"nifU-like protein 3, chloroplastic [view all locations] | Gene role: Chloroplast-associated NifU-like protein likely involved in Fe-S cluster assembly and organellar metabolic maintenance.",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/starch/HORVU.MOREX.r3.7HG0729100/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729100__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729100
starch,1_PASSED_FDR,PASS_FDR_only,8,HORVU.MOREX.r3.7HG0729110,7H:573606460,marginal,191040,12,2,0.4,3,19|74|97,0.00649292436874801,0.025971697474992,0.0357110840281141,0.285688672224912,TRUE,FALSE,HAVE,curated,TRUE,Predicted protein,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/starch/HORVU.MOREX.r3.7HG0729110/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729110__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729110
starch,1_PASSED_FDR,PASS_FDR_only,9,HORVU.MOREX.r3.7HG0729030,7H:573606460,marginal,-732,27,3,0.4,2,36|203,0.00694667339833136,0.0347333669916568,0.0424518929898027,0.382067036908225,TRUE,FALSE,HAVE,curated,TRUE,"GDSL esterase / acetylajmalan esterase-like | Gene role: GDSL esterase/lipase-family enzyme likely involved in deacylation or remodeling of extracellular, lipid-associated, or cell wall-related substrates.",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/starch/HORVU.MOREX.r3.7HG0729030/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729030__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729030
starch,2_did_not_pass,not_significant,1,HORVU.MOREX.r3.7HG0729130,7H:573606460,marginal,199072,5,2,0.8,2,38|189,0.0511225685988216,0.102245137197643,0.112469650917408,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/starch/HORVU.MOREX.r3.7HG0729130/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729130__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729130
starch,2_did_not_pass,not_significant,2,HORVU.MOREX.r3.7HG0729050,7H:573606460,marginal,120127,19,2,0.85,4,11|18|22|118,0.116226332426281,0.929810659410251,0.929810659410251,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/starch/HORVU.MOREX.r3.7HG0729050/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729050__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729050
starch,3_no_valid_test,no_valid_test,1,HORVU.MOREX.r3.6HG0619890,6H:525776080,marginal,137325,3,,,,"",,,,,,,HAVE,gff,FALSE,"Allene oxide cyclase, Biosynthesis of jasmonic acid, Defence respons [Source: Projected from Oryza sativa (Os03g0438100)]","",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.6HG0619890
starch,3_no_valid_test,no_valid_test,2,HORVU.MOREX.r3.7HG0676500,7H:151110354,marginal,129234,1,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0676500
starch,3_no_valid_test,no_valid_test,3,HORVU.MOREX.r3.3HG0301650,3H:546433616,marginal,-105907,2,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.3HG0301650
starch,3_no_valid_test,no_valid_test,4,HORVU.MOREX.r3.3HG0301700,3H:546433616,marginal,34471,0,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.3HG0301700
starch,3_no_valid_test,no_valid_test,5,HORVU.MOREX.r3.7HG0729040,7H:573606460,marginal,111677,0,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729040
starch,3_no_valid_test,no_valid_test,6,HORVU.MOREX.r3.7HG0729120,7H:573606460,marginal,193697,3,,,,"",,,,,,,HAVE,gff,FALSE,Pentatricopeptide repeat-containing protein At5g44230 [Source:Projected from Arabidopsis thaliana (AT5G44230) UniProtKB/Swiss-Prot;Acc:Q9FFG8],"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/starch/HORVU.MOREX.r3.7HG0729120
